benchmark,family,result,time
Ben-Amram-2010LMCS-Ex2.3_true-termination.c_Iteration1_Loop_2-pieceTemplate,LassoRanker,unsat,13.898
Ben-Amram-2010LMCS-Ex2.3_true-termination.c_Iteration1_Loop_3-pieceTemplate,LassoRanker,unsat,75.987
Ben-Amram-2010LMCS-Ex2.3_true-termination.c_Iteration1_Loop_4-lexTemplate,LassoRanker,unsat,3.885
Ben-Amram-2010LMCS-Ex2.3_true-termination.c_Iteration1_Loop_4-pieceTemplate,LassoRanker,unsat,238.264
Ben-Amram-2010LMCS-Ex2.3_true-termination.c_Iteration1_Loop_5-phaseTemplate,LassoRanker,unsat,2.568
Ben-Amram-2010LMCS-Ex2.3_true-termination.c_Iteration1_Loop_6-phaseTemplate,LassoRanker,unsat,2.775
Ben-Amram-2010LMCS-Ex2.3_true-termination.c_Iteration1_Loop_7-phaseTemplate,LassoRanker,unsat,8.559
BradleyMannaSipma-2005CAV-Fig1_true-termination.c_Iteration1_Lasso_2-pieceTemplate,LassoRanker,sat,44.607
BradleyMannaSipma-2005CAV-Fig1_true-termination.c_Iteration1_Lasso_3-pieceTemplate,LassoRanker,sat,220.379
BradleyMannaSipma-2005CAV-Fig1_true-termination.c_Iteration1_Lasso_4-pieceTemplate,LassoRanker,sat,597.479
BradleyMannaSipma-2005CAV-Fig1_true-termination.c_Iteration1_Lasso_7-phaseTemplate,LassoRanker,sat,76.561
BradleyMannaSipma-2005ICALP-Fig1_true-termination.c_Iteration1_Lasso_2-pieceTemplate,LassoRanker,unsat,45.567
BradleyMannaSipma-2005ICALP-Fig1_true-termination.c_Iteration1_Lasso_3-phaseTemplate,LassoRanker,unsat,4.422
BradleyMannaSipma-2005ICALP-Fig1_true-termination.c_Iteration1_Lasso_3-pieceTemplate,LassoRanker,unsat,964.392
BradleyMannaSipma-2005ICALP-Fig1_true-termination.c_Iteration1_Lasso_4-phaseTemplate,LassoRanker,unsat,6.853
BradleyMannaSipma-2005ICALP-Fig1_true-termination.c_Iteration1_Lasso_4-pieceTemplate,LassoRanker,cvc5 interrupted by timeout.,1200.002
BradleyMannaSipma-2005ICALP-Fig1_true-termination.c_Iteration1_Lasso_5-phaseTemplate,LassoRanker,unsat,19.259
BradleyMannaSipma-2005ICALP-Fig1_true-termination.c_Iteration1_Lasso_6-nestedTemplate,LassoRanker,unsat,10.329
BradleyMannaSipma-2005ICALP-Fig1_true-termination.c_Iteration1_Lasso_6-phaseTemplate,LassoRanker,unsat,12.916
BradleyMannaSipma-2005ICALP-Fig1_true-termination.c_Iteration1_Lasso_7-phaseTemplate,LassoRanker,unsat,25.143
BrockschmidtCookFuhs-2013CAV-Fig1_true-termination.c_Iteration2_Loop_4-pieceTemplate,LassoRanker,sat,3.552
BrockschmidtCookFuhs-2013CAV-Introduction_true-termination.c_Iteration1_Loop_3-pieceTemplate,LassoRanker,unsat,0.596
BrockschmidtCookFuhs-2013CAV-Introduction_true-termination.c_Iteration1_Loop_4-pieceTemplate,LassoRanker,unsat,3.743
ChenFlurMukhopadhyay-2012SAS-Fig1_true-termination.c_Iteration1_Loop_3-pieceTemplate,LassoRanker,unsat,1.306
ChenFlurMukhopadhyay-2012SAS-Fig1_true-termination.c_Iteration1_Loop_4-pieceTemplate,LassoRanker,unsat,7.175
CookSeeZuleger-2013TACAS-Fig3_true-termination.c_Iteration1_Loop_2-pieceTemplate,LassoRanker,unsat,21.499
CookSeeZuleger-2013TACAS-Fig3_true-termination.c_Iteration1_Loop_3-pieceTemplate,LassoRanker,unsat,78.212
CookSeeZuleger-2013TACAS-Fig3_true-termination.c_Iteration1_Loop_4-phaseTemplate,LassoRanker,unsat,4.938
CookSeeZuleger-2013TACAS-Fig3_true-termination.c_Iteration1_Loop_4-pieceTemplate,LassoRanker,unsat,266.992
CookSeeZuleger-2013TACAS-Fig3_true-termination.c_Iteration1_Loop_5-phaseTemplate,LassoRanker,unsat,5.748
CookSeeZuleger-2013TACAS-Fig3_true-termination.c_Iteration1_Loop_6-phaseTemplate,LassoRanker,unsat,7.766
CookSeeZuleger-2013TACAS-Fig3_true-termination.c_Iteration1_Loop_7-phaseTemplate,LassoRanker,unsat,11.753
CookSeeZuleger-2013TACAS-Fig7a_true-termination.c_Iteration1_Loop_2-pieceTemplate,LassoRanker,unsat,26.14
CookSeeZuleger-2013TACAS-Fig7a_true-termination.c_Iteration1_Loop_3-lexTemplate,LassoRanker,sat,22.948
CookSeeZuleger-2013TACAS-Fig7a_true-termination.c_Iteration1_Loop_3-phaseTemplate,LassoRanker,unsat,4.195
CookSeeZuleger-2013TACAS-Fig7a_true-termination.c_Iteration1_Loop_3-pieceTemplate,LassoRanker,unsat,114.627
CookSeeZuleger-2013TACAS-Fig7a_true-termination.c_Iteration1_Loop_4-lexTemplate,LassoRanker,sat,40.747
CookSeeZuleger-2013TACAS-Fig7a_true-termination.c_Iteration1_Loop_4-phaseTemplate,LassoRanker,unsat,5.582
CookSeeZuleger-2013TACAS-Fig7a_true-termination.c_Iteration1_Loop_4-pieceTemplate,LassoRanker,unsat,260.807
CookSeeZuleger-2013TACAS-Fig7a_true-termination.c_Iteration1_Loop_5-phaseTemplate,LassoRanker,unsat,6.971
CookSeeZuleger-2013TACAS-Fig7a_true-termination.c_Iteration1_Loop_6-phaseTemplate,LassoRanker,unsat,10.968
CookSeeZuleger-2013TACAS-Fig7a_true-termination.c_Iteration1_Loop_7-phaseTemplate,LassoRanker,unsat,13.297
CookSeeZuleger-2013TACAS-Fig7b_true-termination.c_Iteration1_Loop_2-nestedTemplate,LassoRanker,cvc5 interrupted by timeout.,1200.001
CookSeeZuleger-2013TACAS-Fig7b_true-termination.c_Iteration1_Loop_3-nestedTemplate,LassoRanker,cvc5 interrupted by timeout.,1200.002
gcd1_true-termination.c_Iteration3_Loop_4-pieceTemplate,LassoRanker,sat,1.117
GulwaniJainKoskinen-2009PLDI-Fig1_true-termination.c_Iteration1_Lasso_2-lexTemplate,LassoRanker,unsat,206.002
GulwaniJainKoskinen-2009PLDI-Fig1_true-termination.c_Iteration1_Lasso_2-nestedTemplate,LassoRanker,unsat,83.757
GulwaniJainKoskinen-2009PLDI-Fig1_true-termination.c_Iteration1_Lasso_2-phaseTemplate,LassoRanker,unsat,53.212
GulwaniJainKoskinen-2009PLDI-Fig1_true-termination.c_Iteration1_Lasso_2-pieceTemplate,LassoRanker,cvc5 interrupted by timeout.,1200.002
GulwaniJainKoskinen-2009PLDI-Fig1_true-termination.c_Iteration1_Lasso_3-lexTemplate,LassoRanker,unsat,611.777
GulwaniJainKoskinen-2009PLDI-Fig1_true-termination.c_Iteration1_Lasso_3-nestedTemplate,LassoRanker,unsat,159.06
GulwaniJainKoskinen-2009PLDI-Fig1_true-termination.c_Iteration1_Lasso_3-phaseTemplate,LassoRanker,unsat,122.126
GulwaniJainKoskinen-2009PLDI-Fig1_true-termination.c_Iteration1_Lasso_3-pieceTemplate,LassoRanker,cvc5 interrupted by timeout.,1200.002
GulwaniJainKoskinen-2009PLDI-Fig1_true-termination.c_Iteration1_Lasso_4-lexTemplate,LassoRanker,unsat,987.198
GulwaniJainKoskinen-2009PLDI-Fig1_true-termination.c_Iteration1_Lasso_4-nestedTemplate,LassoRanker,unsat,93.906
GulwaniJainKoskinen-2009PLDI-Fig1_true-termination.c_Iteration1_Lasso_4-phaseTemplate,LassoRanker,unsat,121.236
GulwaniJainKoskinen-2009PLDI-Fig1_true-termination.c_Iteration1_Lasso_4-pieceTemplate,LassoRanker,cvc5 interrupted by timeout.,1200.004
GulwaniJainKoskinen-2009PLDI-Fig1_true-termination.c_Iteration1_Lasso_5-nestedTemplate,LassoRanker,unsat,521.697
GulwaniJainKoskinen-2009PLDI-Fig1_true-termination.c_Iteration1_Lasso_5-phaseTemplate,LassoRanker,unsat,149.453
GulwaniJainKoskinen-2009PLDI-Fig1_true-termination.c_Iteration1_Lasso_6-nestedTemplate,LassoRanker,unsat,394.647
GulwaniJainKoskinen-2009PLDI-Fig1_true-termination.c_Iteration1_Lasso_6-phaseTemplate,LassoRanker,unsat,390.746
GulwaniJainKoskinen-2009PLDI-Fig1_true-termination.c_Iteration1_Lasso_7-nestedTemplate,LassoRanker,unsat,565.922
GulwaniJainKoskinen-2009PLDI-Fig1_true-termination.c_Iteration1_Lasso_7-phaseTemplate,LassoRanker,unsat,665.089
GulwaniJainKoskinen-2009PLDI-Fig1_true-termination.c_Iteration1_Lasso_affineTemplate,LassoRanker,unsat,14.438
HarrisLalNoriRajamani-2010SAS-Fig1_true-termination.c_Iteration1_Lasso_3-pieceTemplate,LassoRanker,unsat,2.196
HarrisLalNoriRajamani-2010SAS-Fig1_true-termination.c_Iteration1_Lasso_4-pieceTemplate,LassoRanker,unsat,8.818
joey_false-termination.c_Iteration2_Loop_3-pieceTemplate,LassoRanker,unsat,13.419
joey_false-termination.c_Iteration2_Loop_4-pieceTemplate,LassoRanker,unsat,31.381
joey_false-termination.c_Iteration2_Loop_5-phaseTemplate,LassoRanker,unsat,2.913
joey_false-termination.c_Iteration2_Loop_6-phaseTemplate,LassoRanker,unsat,3.328
joey_false-termination.c_Iteration2_Loop_7-phaseTemplate,LassoRanker,unsat,10.091
KroeningSharyginaTsitovichWintersteiger-2010CAV-Fig1_true-termination.c_Iteration1_Lasso_2-lexTemplate,LassoRanker,unsat,538.922
KroeningSharyginaTsitovichWintersteiger-2010CAV-Fig1_true-termination.c_Iteration1_Lasso_2-nestedTemplate,LassoRanker,unsat,49.957
KroeningSharyginaTsitovichWintersteiger-2010CAV-Fig1_true-termination.c_Iteration1_Lasso_2-phaseTemplate,LassoRanker,unsat,53.076
KroeningSharyginaTsitovichWintersteiger-2010CAV-Fig1_true-termination.c_Iteration1_Lasso_2-pieceTemplate,LassoRanker,cvc5 interrupted by timeout.,1200.002
KroeningSharyginaTsitovichWintersteiger-2010CAV-Fig1_true-termination.c_Iteration1_Lasso_3-lexTemplate,LassoRanker,unsat,267.312
KroeningSharyginaTsitovichWintersteiger-2010CAV-Fig1_true-termination.c_Iteration1_Lasso_3-nestedTemplate,LassoRanker,unsat,101.634
KroeningSharyginaTsitovichWintersteiger-2010CAV-Fig1_true-termination.c_Iteration1_Lasso_3-phaseTemplate,LassoRanker,unsat,103.25
KroeningSharyginaTsitovichWintersteiger-2010CAV-Fig1_true-termination.c_Iteration1_Lasso_3-pieceTemplate,LassoRanker,cvc5 interrupted by timeout.,1200.002
KroeningSharyginaTsitovichWintersteiger-2010CAV-Fig1_true-termination.c_Iteration1_Lasso_4-lexTemplate,LassoRanker,unsat,398.099
KroeningSharyginaTsitovichWintersteiger-2010CAV-Fig1_true-termination.c_Iteration1_Lasso_4-nestedTemplate,LassoRanker,unsat,95.166
KroeningSharyginaTsitovichWintersteiger-2010CAV-Fig1_true-termination.c_Iteration1_Lasso_4-phaseTemplate,LassoRanker,unsat,186.724
KroeningSharyginaTsitovichWintersteiger-2010CAV-Fig1_true-termination.c_Iteration1_Lasso_4-pieceTemplate,LassoRanker,cvc5 interrupted by timeout.,1200.001
KroeningSharyginaTsitovichWintersteiger-2010CAV-Fig1_true-termination.c_Iteration1_Lasso_5-nestedTemplate,LassoRanker,unsat,205.627
KroeningSharyginaTsitovichWintersteiger-2010CAV-Fig1_true-termination.c_Iteration1_Lasso_5-phaseTemplate,LassoRanker,unsat,200.19
KroeningSharyginaTsitovichWintersteiger-2010CAV-Fig1_true-termination.c_Iteration1_Lasso_6-nestedTemplate,LassoRanker,unsat,277.485
KroeningSharyginaTsitovichWintersteiger-2010CAV-Fig1_true-termination.c_Iteration1_Lasso_6-phaseTemplate,LassoRanker,unsat,349.056
KroeningSharyginaTsitovichWintersteiger-2010CAV-Fig1_true-termination.c_Iteration1_Lasso_7-nestedTemplate,LassoRanker,unsat,346.765
KroeningSharyginaTsitovichWintersteiger-2010CAV-Fig1_true-termination.c_Iteration1_Lasso_7-phaseTemplate,LassoRanker,unsat,440.008
KroeningSharyginaTsitovichWintersteiger-2010CAV-Fig1_true-termination.c_Iteration1_Lasso_affineTemplate,LassoRanker,unsat,28.247
LarrazOliverasRodriguez-CarbonellRubio-2013FMCAD-Fig1_true-termination.c_Iteration1_Loop_3-pieceTemplate,LassoRanker,unsat,0.858
LarrazOliverasRodriguez-CarbonellRubio-2013FMCAD-Fig1_true-termination.c_Iteration1_Loop_4-pieceTemplate,LassoRanker,unsat,4.426
LarrazOliverasRodriguez-CarbonellRubio-2013FMCAD-Fig1_true-termination.c_Iteration2_Loop_2-pieceTemplate,LassoRanker,unsat,0.286
LarrazOliverasRodriguez-CarbonellRubio-2013FMCAD-Fig1_true-termination.c_Iteration2_Loop_3-pieceTemplate,LassoRanker,unsat,1.374
LarrazOliverasRodriguez-CarbonellRubio-2013FMCAD-Fig1_true-termination.c_Iteration2_Loop_4-pieceTemplate,LassoRanker,unsat,3.462
LarrazOliverasRodriguez-CarbonellRubio-2013FMCAD-Fig1_true-termination.c_Iteration4_Loop_3-pieceTemplate,LassoRanker,unsat,1.481
LarrazOliverasRodriguez-CarbonellRubio-2013FMCAD-Fig1_true-termination.c_Iteration4_Loop_4-pieceTemplate,LassoRanker,unsat,4.282
LarrazOliverasRodriguez-CarbonellRubio-2013FMCAD-Fig1_true-termination.c_Iteration5_Loop_3-pieceTemplate,LassoRanker,unsat,1.029
LarrazOliverasRodriguez-CarbonellRubio-2013FMCAD-Fig1_true-termination.c_Iteration5_Loop_4-pieceTemplate,LassoRanker,unsat,2.929
LeeJonesBen-Amram-2001POPL-Ex1_true-termination.c_Iteration1_Loop_7-phaseTemplate,LassoRanker,unsat,3.19
LeeJonesBen-Amram-2001POPL-Ex2_true-termination.c_Iteration1_Lasso_4-pieceTemplate,LassoRanker,sat,28.173
LeeJonesBen-Amram-2001POPL-Ex2_true-termination.c_Iteration1_Loop_3-pieceTemplate,LassoRanker,unsat,6.93
LeeJonesBen-Amram-2001POPL-Ex2_true-termination.c_Iteration1_Loop_4-pieceTemplate,LassoRanker,unsat,35.181
LeeJonesBen-Amram-2001POPL-Ex2_true-termination.c_Iteration1_Loop_5-phaseTemplate,LassoRanker,unsat,1.389
LeeJonesBen-Amram-2001POPL-Ex2_true-termination.c_Iteration1_Loop_6-phaseTemplate,LassoRanker,unsat,2.351
LeeJonesBen-Amram-2001POPL-Ex2_true-termination.c_Iteration1_Loop_7-phaseTemplate,LassoRanker,unsat,5.927
LeeJonesBen-Amram-2001POPL-Ex3_true-termination.c_Iteration3_Loop_4-pieceTemplate,LassoRanker,sat,1.714
LeeJonesBen-Amram-2001POPL-Ex3_true-termination.c_Iteration6_Loop_4-pieceTemplate,LassoRanker,sat,2.241
LeeJonesBen-Amram-2001POPL-Ex4_true-termination.c_Iteration1_Loop_4-pieceTemplate,LassoRanker,sat,1.739
LeeJonesBen-Amram-2001POPL-Ex4_true-termination.c_Iteration2_Loop_3-pieceTemplate,LassoRanker,unsat,10.121
LeeJonesBen-Amram-2001POPL-Ex4_true-termination.c_Iteration2_Loop_4-pieceTemplate,LassoRanker,unsat,50.182
LeeJonesBen-Amram-2001POPL-Ex4_true-termination.c_Iteration3_Loop_4-pieceTemplate,LassoRanker,sat,3.867
LeeJonesBen-Amram-2001POPL-Ex4_true-termination.c_Iteration4_Loop_4-pieceTemplate,LassoRanker,sat,2.313
LeeJonesBen-Amram-2001POPL-Ex4_true-termination.c_Iteration5_Loop_4-pieceTemplate,LassoRanker,sat,3.797
LeeJonesBen-Amram-2001POPL-Ex4_true-termination.c_Iteration6_Loop_3-pieceTemplate,LassoRanker,unsat,2.704
LeeJonesBen-Amram-2001POPL-Ex4_true-termination.c_Iteration6_Loop_4-pieceTemplate,LassoRanker,unsat,10.32
LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Lasso_2-pieceTemplate,LassoRanker,unsat,119.771
LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Lasso_3-lexTemplate,LassoRanker,unsat,13.105
LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Lasso_3-phaseTemplate,LassoRanker,unsat,20.779
LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Lasso_3-pieceTemplate,LassoRanker,cvc5 interrupted by timeout.,1200.004
LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Lasso_4-lexTemplate,LassoRanker,unsat,20.452
LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Lasso_4-nestedTemplate,LassoRanker,unsat,10.722
LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Lasso_4-phaseTemplate,LassoRanker,unsat,24.151
LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Lasso_4-pieceTemplate,LassoRanker,cvc5 interrupted by timeout.,1200.002
LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Lasso_5-nestedTemplate,LassoRanker,unsat,6.556
LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Lasso_5-phaseTemplate,LassoRanker,unsat,67.273
LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Lasso_6-nestedTemplate,LassoRanker,unsat,6.201
LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Lasso_6-phaseTemplate,LassoRanker,unsat,227.747
LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Lasso_7-nestedTemplate,LassoRanker,unsat,4.289
LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Lasso_7-phaseTemplate,LassoRanker,cvc5 interrupted by timeout.,1200.001
LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Loop_2-pieceTemplate,LassoRanker,unsat,3.186
LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Loop_3-pieceTemplate,LassoRanker,unsat,25.919
LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Loop_4-pieceTemplate,LassoRanker,unsat,128.372
LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Loop_5-phaseTemplate,LassoRanker,unsat,6.28
LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Loop_6-phaseTemplate,LassoRanker,unsat,8.658
LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Loop_7-phaseTemplate,LassoRanker,unsat,13.019
Masse_true-termination.c_Iteration1_Lasso_2-pieceTemplate,LassoRanker,unsat,25.548
Masse_true-termination.c_Iteration1_Lasso_3-pieceTemplate,LassoRanker,unsat,88.612
Masse_true-termination.c_Iteration1_Lasso_4-pieceTemplate,LassoRanker,unsat,1081.574
Masse_true-termination.c_Iteration1_Loop_2-pieceTemplate,LassoRanker,unsat,2.81
Masse_true-termination.c_Iteration1_Loop_3-pieceTemplate,LassoRanker,unsat,14.039
Masse_true-termination.c_Iteration1_Loop_4-pieceTemplate,LassoRanker,unsat,27.706
min_rf_true-termination.c_Iteration1_Lasso_2-pieceTemplate,LassoRanker,sat,54.803
min_rf_true-termination.c_Iteration1_Lasso_3-pieceTemplate,LassoRanker,sat,214.159
min_rf_true-termination.c_Iteration1_Lasso_4-lexTemplate,LassoRanker,unsat,28.704
min_rf_true-termination.c_Iteration1_Lasso_4-pieceTemplate,LassoRanker,sat,708.171
min_rf_true-termination.c_Iteration1_Loop_2-pieceTemplate,LassoRanker,sat,17.24
min_rf_true-termination.c_Iteration1_Loop_3-pieceTemplate,LassoRanker,sat,99.212
min_rf_true-termination.c_Iteration1_Loop_4-lexTemplate,LassoRanker,unsat,4.807
min_rf_true-termination.c_Iteration1_Loop_4-pieceTemplate,LassoRanker,sat,312.948
NoriSharma-2013FSE-Fig7_true-termination.c_Iteration1_Loop_3-pieceTemplate,LassoRanker,unsat,1.21
NoriSharma-2013FSE-Fig7_true-termination.c_Iteration1_Loop_4-phaseTemplate,LassoRanker,sat,0.54
NoriSharma-2013FSE-Fig7_true-termination.c_Iteration1_Loop_4-pieceTemplate,LassoRanker,unsat,4.855
NoriSharma-2013FSE-Fig7_true-termination.c_Iteration1_Loop_5-phaseTemplate,LassoRanker,sat,0.971
NoriSharma-2013FSE-Fig7_true-termination.c_Iteration1_Loop_6-phaseTemplate,LassoRanker,sat,1.046
NoriSharma-2013FSE-Fig7_true-termination.c_Iteration1_Loop_7-phaseTemplate,LassoRanker,sat,2.654
NoriSharma-2013FSE-Fig8_true-termination.c_Iteration1_Lasso_3-phaseTemplate,LassoRanker,unsat,3.31
NoriSharma-2013FSE-Fig8_true-termination.c_Iteration1_Lasso_3-pieceTemplate,LassoRanker,unsat,235.929
NoriSharma-2013FSE-Fig8_true-termination.c_Iteration1_Lasso_4-phaseTemplate,LassoRanker,unsat,32.779
NoriSharma-2013FSE-Fig8_true-termination.c_Iteration1_Lasso_4-pieceTemplate,LassoRanker,unsat,539.342
NoriSharma-2013FSE-Fig8_true-termination.c_Iteration1_Lasso_5-phaseTemplate,LassoRanker,unsat,11.319
NoriSharma-2013FSE-Fig8_true-termination.c_Iteration1_Lasso_6-phaseTemplate,LassoRanker,unsat,100.186
NoriSharma-2013FSE-Fig8_true-termination.c_Iteration1_Lasso_7-phaseTemplate,LassoRanker,unsat,142.108
NoriSharma-2013FSE-Fig8_true-termination.c_Iteration1_Loop_3-phaseTemplate,LassoRanker,unsat,3.149
NoriSharma-2013FSE-Fig8_true-termination.c_Iteration1_Loop_3-pieceTemplate,LassoRanker,unsat,28.154
NoriSharma-2013FSE-Fig8_true-termination.c_Iteration1_Loop_4-phaseTemplate,LassoRanker,unsat,7.915
NoriSharma-2013FSE-Fig8_true-termination.c_Iteration1_Loop_4-pieceTemplate,LassoRanker,unsat,75.238
NoriSharma-2013FSE-Fig8_true-termination.c_Iteration1_Loop_5-phaseTemplate,LassoRanker,unsat,13.156
NoriSharma-2013FSE-Fig8_true-termination.c_Iteration1_Loop_6-phaseTemplate,LassoRanker,unsat,27.954
NoriSharma-2013FSE-Fig8_true-termination.c_Iteration1_Loop_7-phaseTemplate,LassoRanker,unsat,52.243
PodelskiRybalchenko-2004VMCAI-Ex2_true-termination.c_Iteration1_Lasso_3-pieceTemplate,LassoRanker,unsat,3.948
PodelskiRybalchenko-2004VMCAI-Ex2_true-termination.c_Iteration1_Lasso_4-pieceTemplate,LassoRanker,unsat,13.529
PodelskiRybalchenko-2004VMCAI-Ex2_true-termination.c_Iteration1_Loop_3-pieceTemplate,LassoRanker,unsat,0.889
PodelskiRybalchenko-2004VMCAI-Ex2_true-termination.c_Iteration1_Loop_4-pieceTemplate,LassoRanker,unsat,3.779
TelAviv-Amir-Minimum_true-termination.c_Iteration1_Lasso_2-pieceTemplate,LassoRanker,cvc5 interrupted by timeout.,1200.016
TelAviv-Amir-Minimum_true-termination.c_Iteration1_Lasso_3-lexTemplate,LassoRanker,unsat,136.582
TelAviv-Amir-Minimum_true-termination.c_Iteration1_Lasso_3-pieceTemplate,LassoRanker,cvc5 interrupted by timeout.,1200.001
TelAviv-Amir-Minimum_true-termination.c_Iteration1_Lasso_4-lexTemplate,LassoRanker,unsat,203.374
TelAviv-Amir-Minimum_true-termination.c_Iteration1_Lasso_4-pieceTemplate,LassoRanker,cvc5 interrupted by timeout.,1200.01
TelAviv-Amir-Minimum_true-termination.c_Iteration1_Lasso_7-phaseTemplate,LassoRanker,unsat,151.693
TelAviv-Amir-Minimum_true-termination.c_Iteration1_Loop_2-pieceTemplate,LassoRanker,sat,385.971
TelAviv-Amir-Minimum_true-termination.c_Iteration1_Loop_3-lexTemplate,LassoRanker,unsat,35.243
TelAviv-Amir-Minimum_true-termination.c_Iteration1_Loop_3-pieceTemplate,LassoRanker,cvc5 interrupted by timeout.,1200.009
TelAviv-Amir-Minimum_true-termination.c_Iteration1_Loop_4-lexTemplate,LassoRanker,unsat,83.476
TelAviv-Amir-Minimum_true-termination.c_Iteration1_Loop_4-pieceTemplate,LassoRanker,cvc5 interrupted by timeout.,1200.002
TelAviv-Amir-Minimum_true-termination.c_Iteration1_Loop_7-phaseTemplate,LassoRanker,unsat,81.938
Toulouse-BranchesToLoop_true-termination.c_Iteration1_Lasso_2-pieceTemplate,LassoRanker,unsat,0.202
Toulouse-BranchesToLoop_true-termination.c_Iteration1_Lasso_3-pieceTemplate,LassoRanker,unsat,0.775
Toulouse-BranchesToLoop_true-termination.c_Iteration1_Lasso_4-pieceTemplate,LassoRanker,unsat,1.817
Urban_true-termination.c_Iteration1_Loop_affineTemplate,LassoRanker,cvc5 interrupted by timeout.,1200.003
2013POPL-BenAmGen-Ex3.20.bpl_Iteration1_Lasso_3-pieceTemplate,LassoRanker,unsat,1.929
2013POPL-BenAmGen-Ex3.20.bpl_Iteration1_Lasso_4-pieceTemplate,LassoRanker,unsat,24.893
2013POPL-BenAmGen-Ex3.20.bpl_Iteration1_Loop_3-pieceTemplate,LassoRanker,unsat,1.893
2013POPL-BenAmGen-Ex3.20.bpl_Iteration1_Loop_4-pieceTemplate,LassoRanker,unsat,25.089
2013POPL-BenAmGen-Ex3.6.bpl_Iteration1_Loop_3-pieceTemplate,LassoRanker,unsat,0.569
2013POPL-BenAmGen-Ex3.6.bpl_Iteration1_Loop_4-pieceTemplate,LassoRanker,unsat,2.836
2013POPL-BenAmGen-Ex4.2.bpl_Iteration1_Lasso_2-pieceTemplate,LassoRanker,unsat,0.791
2013POPL-BenAmGen-Ex4.2.bpl_Iteration1_Lasso_3-pieceTemplate,LassoRanker,unsat,3.495
2013POPL-BenAmGen-Ex4.2.bpl_Iteration1_Lasso_4-pieceTemplate,LassoRanker,unsat,63.265
2013POPL-BenAmGen-Ex4.2.bpl_Iteration1_Loop_2-pieceTemplate,LassoRanker,unsat,0.696
2013POPL-BenAmGen-Ex4.2.bpl_Iteration1_Loop_3-pieceTemplate,LassoRanker,unsat,3.482
2013POPL-BenAmGen-Ex4.2.bpl_Iteration1_Loop_4-pieceTemplate,LassoRanker,unsat,58.613
ATVA2013-diff42-int.bpl_Iteration1_Lasso_4-lexTemplate,LassoRanker,unsat,0.719
ATVA2013-diff42-int.bpl_Iteration1_Lasso_4-pieceTemplate,LassoRanker,unsat,11.033
ATVA2013-yPositive-int.bpl_Iteration1_Loop_3-pieceTemplate,LassoRanker,unsat,0.625
ATVA2013-yPositive-int.bpl_Iteration1_Loop_4-pieceTemplate,LassoRanker,unsat,2.207
ATVA2013-yPositive-real.bpl_Iteration1_Loop_3-pieceTemplate,LassoRanker,unsat,0.643
ATVA2013-yPositive-real.bpl_Iteration1_Loop_4-pieceTemplate,LassoRanker,unsat,2.403
ATVA2013-zeno-int.bpl_Iteration1_Lasso_4-pieceTemplate,LassoRanker,unsat,13.28
BenAmram-2010LMCS-Ex2.3.bpl_Iteration1_Lasso_2-pieceTemplate,LassoRanker,unsat,4.097
BenAmram-2010LMCS-Ex2.3.bpl_Iteration1_Lasso_3-pieceTemplate,LassoRanker,unsat,23.864
BenAmram-2010LMCS-Ex2.3.bpl_Iteration1_Lasso_4-pieceTemplate,LassoRanker,unsat,147.027
BenAmram-2010LMCS-Ex2.3.bpl_Iteration1_Loop_2-pieceTemplate,LassoRanker,unsat,3.965
BenAmram-2010LMCS-Ex2.3.bpl_Iteration1_Loop_3-pieceTemplate,LassoRanker,unsat,23.577
BenAmram-2010LMCS-Ex2.3.bpl_Iteration1_Loop_4-pieceTemplate,LassoRanker,unsat,156.023
Benghazi.bpl_Iteration1_Loop_3-pieceTemplate,LassoRanker,unsat,0.977
Benghazi.bpl_Iteration1_Loop_4-pieceTemplate,LassoRanker,unsat,3.938
Benghazi.bpl_Iteration1_Loop_6-phaseTemplate,LassoRanker,sat,0.295
Boulder.bpl_Iteration1_Loop_3-pieceTemplate,LassoRanker,unsat,0.955
