benchmark,family,result,time
afnp2014.c.i_3_5_3.bpl_5,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.001
array1.i_3_2_2.bpl_9,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.001
array_monotonic.i_3_2_2.bpl_9,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.011
array_ptr_single_elem_init.i_4_2_2.bpl_5,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.002
array_single_elem_init.i_4_2_2.bpl_5,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.001
avg60.i_5_5_4.bpl_3,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.002
cggmp2005_variant.c.i_3_3_2.bpl_5,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.002
check_removal_from_set_after_insertion.i_8_6_6.bpl_3,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.001
const1.i_3_6_2.bpl_5,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.001
count_by_2.i_3_2_2.bpl_11,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.001
count_by_k.i_3_3_2.bpl_5,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.002
count_up_down.i_3_11_2.bpl_9,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.002
ddlm2013.i_3_4_2.bpl_3,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.002
ddlm2013.i_3_6_2.bpl_3,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.006
down.i_4_5_5.bpl_3,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.003
fragtest_simple.i_4_5_4.bpl_3,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.01
functions1.i_3_5_2.bpl_9,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.009
gj2007.c.i_4_3_3.bpl_5,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.004
gr2006.c.i_4_4_3.bpl_5,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.011
half_2.i_3_6_2.bpl_3,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.009
hhk2008.c.i_3_3_2.bpl_5,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.002
jain_4.i_2_3_3.bpl_3,20170501-Heizmann-UltimateInvariantSynthesis,unsat,9.943
jain_5.i_2_4_3.bpl_3,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.002
linear_search.i_6_21_3.bpl_3,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.005
linear_search.i_6_24_3.bpl_3,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.006
linear_search.i_7_19_3.bpl_3,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.012
linear_search.i_7_23_3.bpl_3,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.002
MADWiFi-encode_ie_ok.i_3_4_3.bpl_3,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.003
nested9.i_5_6_6.bpl_3,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.01
nested.c_4_2_2.bpl_3,20170501-Heizmann-UltimateInvariantSynthesis,sat,0.456
nested.i_4_5_3.bpl_3,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.005
overflow1.i_3_8_2.bpl_9,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.003
relax.i_11_7_4.bpl_3,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.022
sanfoundry_10_ground.i_6_3_3.bpl_5,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.001
seq.i_4_5_4.bpl_3,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.004
seq.i_5_5_5.bpl_3,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.001
simple1.i_3_6_2.bpl_9,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.01
simple4.i_3_4_2.bpl_9,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.003
sorting_bubblesort_ground.i_4_3_3.bpl_5,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.002
standard_allDiff2_ground.i_4_4_3.bpl_3,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.003
standard_compareModified_ground.i_4_2_2.bpl_5,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.019
standard_copy1_ground.i_3_2_2.bpl_9,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.008
standard_copy3_ground.i_3_2_2.bpl_5,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.002
standard_copy4_ground.i_3_2_2.bpl_3,20170501-Heizmann-UltimateInvariantSynthesis,unsat,143.842
standard_copy4_ground.i_3_2_2.bpl_5,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.002
standard_copy5_ground.i_3_2_2.bpl_3,20170501-Heizmann-UltimateInvariantSynthesis,unsat,371.069
standard_copy7_ground.i_3_2_2.bpl_3,20170501-Heizmann-UltimateInvariantSynthesis,unsat,1195.298
standard_copyInit_ground.i_3_2_2.bpl_9,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.001
standard_copyInitSum2_ground.i_3_2_2.bpl_5,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.002
standard_copyInitSum3_ground.i_3_2_2.bpl_3,20170501-Heizmann-UltimateInvariantSynthesis,unsat,192.143
standard_copyInitSum3_ground.i_3_2_2.bpl_5,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.01
standard_init1_ground.i_3_2_2.bpl_9,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.002
standard_init5_ground.i_3_2_2.bpl_3,20170501-Heizmann-UltimateInvariantSynthesis,unsat,253.437
standard_init6_ground.i_3_2_2.bpl_3,20170501-Heizmann-UltimateInvariantSynthesis,unsat,664.748
standard_init7_ground.i_3_2_2.bpl_3,20170501-Heizmann-UltimateInvariantSynthesis,unsat,838.43
standard_init9_ground.i_3_2_2.bpl_1,20170501-Heizmann-UltimateInvariantSynthesis,unsat,4.941
standard_init9_ground.i_3_2_2.bpl_3,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.009
standard_maxInArray_ground.i_3_2_2.bpl_5,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.004
standard_partial_init_ground.i_3_2_2.bpl_5,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.001
standard_password_ground.i_4_2_2.bpl_5,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.004
standard_running.i_4_2_2.bpl_5,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.002
standard_strcmp_ground.i_4_2_2.bpl_5,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.002
standard_strcpy_original.i_3_3_2.bpl_9,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.003
standard_two_index_01.i_3_2_2.bpl_5,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.006
standard_two_index_04.i_3_2_2.bpl_5,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.002
standard_two_index_05.i_3_2_2.bpl_5,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.003
standard_two_index_06.i_3_2_2.bpl_5,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.001
sum60.i_5_6_5.bpl_3,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.002
up.i_4_4_5.bpl_3,20170501-Heizmann-UltimateInvariantSynthesis,cvc5 interrupted by timeout.,1200.002
MulliganEconomicsModel0001a,20180501-Economics-Mulligan,sat,0.006
MulliganEconomicsModel0001c,20180501-Economics-Mulligan,sat,0.008
MulliganEconomicsModel0001e,20180501-Economics-Mulligan,sat,0.006
MulliganEconomicsModel0004a,20180501-Economics-Mulligan,sat,0.005
MulliganEconomicsModel0004c,20180501-Economics-Mulligan,unsat,0.006
MulliganEconomicsModel0004e,20180501-Economics-Mulligan,sat,0.009
MulliganEconomicsModel0006a,20180501-Economics-Mulligan,sat,0.005
MulliganEconomicsModel0006c,20180501-Economics-Mulligan,unsat,0.006
MulliganEconomicsModel0006e,20180501-Economics-Mulligan,sat,0.008
MulliganEconomicsModel0009a,20180501-Economics-Mulligan,sat,0.009
MulliganEconomicsModel0009c,20180501-Economics-Mulligan,unsat,0.008
MulliganEconomicsModel0009e,20180501-Economics-Mulligan,sat,0.007
MulliganEconomicsModel0012a,20180501-Economics-Mulligan,sat,0.007
MulliganEconomicsModel0012c,20180501-Economics-Mulligan,unsat,0.013
MulliganEconomicsModel0012e,20180501-Economics-Mulligan,sat,0.007
MulliganEconomicsModel0013a,20180501-Economics-Mulligan,sat,0.007
MulliganEconomicsModel0013c,20180501-Economics-Mulligan,sat,0.012
MulliganEconomicsModel0013e,20180501-Economics-Mulligan,sat,0.01
MulliganEconomicsModel0015a,20180501-Economics-Mulligan,sat,0.007
MulliganEconomicsModel0015c,20180501-Economics-Mulligan,unsat,0.01
MulliganEconomicsModel0015e,20180501-Economics-Mulligan,sat,0.009
MulliganEconomicsModel0016a,20180501-Economics-Mulligan,sat,0.007
MulliganEconomicsModel0016c,20180501-Economics-Mulligan,unsat,0.042
MulliganEconomicsModel0016e,20180501-Economics-Mulligan,sat,0.01
MulliganEconomicsModel0018a,20180501-Economics-Mulligan,sat,0.014
MulliganEconomicsModel0018c,20180501-Economics-Mulligan,unsat,0.014
MulliganEconomicsModel0018e,20180501-Economics-Mulligan,sat,0.009
MulliganEconomicsModel0021a,20180501-Economics-Mulligan,sat,0.142
MulliganEconomicsModel0021c,20180501-Economics-Mulligan,unsat,0.128
MulliganEconomicsModel0021e,20180501-Economics-Mulligan,sat,0.113
MulliganEconomicsModel0022a,20180501-Economics-Mulligan,sat,3.642
MulliganEconomicsModel0022c,20180501-Economics-Mulligan,unsat,0.668
MulliganEconomicsModel0022e,20180501-Economics-Mulligan,sat,0.095
MulliganEconomicsModel0023a,20180501-Economics-Mulligan,sat,3.619
MulliganEconomicsModel0023c,20180501-Economics-Mulligan,unsat,1.269
MulliganEconomicsModel0023e,20180501-Economics-Mulligan,sat,0.065
MulliganEconomicsModel0024a,20180501-Economics-Mulligan,sat,0.087
MulliganEconomicsModel0024c,20180501-Economics-Mulligan,unsat,0.048
MulliganEconomicsModel0024e,20180501-Economics-Mulligan,sat,0.029
MulliganEconomicsModel0025a,20180501-Economics-Mulligan,sat,0.087
MulliganEconomicsModel0025c,20180501-Economics-Mulligan,unsat,0.278
MulliganEconomicsModel0025e,20180501-Economics-Mulligan,sat,0.034
MulliganEconomicsModel0026a,20180501-Economics-Mulligan,sat,0.054
MulliganEconomicsModel0026c,20180501-Economics-Mulligan,unsat,37.618
MulliganEconomicsModel0026e,20180501-Economics-Mulligan,sat,0.027
MulliganEconomicsModel0027a,20180501-Economics-Mulligan,sat,0.341
MulliganEconomicsModel0027c,20180501-Economics-Mulligan,unsat,1.432
MulliganEconomicsModel0027e,20180501-Economics-Mulligan,sat,0.033
MulliganEconomicsModel0028a,20180501-Economics-Mulligan,sat,0.463
MulliganEconomicsModel0028c,20180501-Economics-Mulligan,unsat,0.483
MulliganEconomicsModel0028e,20180501-Economics-Mulligan,sat,0.041
MulliganEconomicsModel0029a,20180501-Economics-Mulligan,sat,0.896
MulliganEconomicsModel0029c,20180501-Economics-Mulligan,cvc5 interrupted by timeout.,1200.002
MulliganEconomicsModel0029e,20180501-Economics-Mulligan,sat,0.048
MulliganEconomicsModel0030a,20180501-Economics-Mulligan,sat,0.09
MulliganEconomicsModel0030c,20180501-Economics-Mulligan,cvc5 interrupted by timeout.,1200.001
MulliganEconomicsModel0030e,20180501-Economics-Mulligan,sat,2.439
MulliganEconomicsModel0051a,20180501-Economics-Mulligan,sat,3.816
MulliganEconomicsModel0051c,20180501-Economics-Mulligan,unsat,0.617
MulliganEconomicsModel0051e,20180501-Economics-Mulligan,sat,0.097
MulliganEconomicsModel0052a,20180501-Economics-Mulligan,sat,0.149
MulliganEconomicsModel0052c,20180501-Economics-Mulligan,unsat,0.194
MulliganEconomicsModel0052e,20180501-Economics-Mulligan,sat,0.208
MulliganEconomicsModel0053a,20180501-Economics-Mulligan,sat,0.198
MulliganEconomicsModel0053c,20180501-Economics-Mulligan,unsat,0.574
MulliganEconomicsModel0053e,20180501-Economics-Mulligan,sat,0.025
MulliganEconomicsModel0054a,20180501-Economics-Mulligan,sat,0.263
MulliganEconomicsModel0054c,20180501-Economics-Mulligan,unsat,0.632
MulliganEconomicsModel0054e,20180501-Economics-Mulligan,sat,0.042
MulliganEconomicsModel0055a,20180501-Economics-Mulligan,sat,14.821
MulliganEconomicsModel0055c,20180501-Economics-Mulligan,unsat,0.427
MulliganEconomicsModel0055e,20180501-Economics-Mulligan,sat,0.343
MulliganEconomicsModel0056a,20180501-Economics-Mulligan,cvc5 interrupted by timeout.,1200.001
MulliganEconomicsModel0056c,20180501-Economics-Mulligan,cvc5 interrupted by timeout.,1200.009
MulliganEconomicsModel0056e,20180501-Economics-Mulligan,sat,0.066
MulliganEconomicsModel0057a,20180501-Economics-Mulligan,cvc5 interrupted by timeout.,1200.001
MulliganEconomicsModel0057c,20180501-Economics-Mulligan,cvc5 interrupted by timeout.,1200.005
MulliganEconomicsModel0057e,20180501-Economics-Mulligan,cvc5 interrupted by timeout.,1200.004
MulliganEconomicsModel0061a,20180501-Economics-Mulligan,sat,0.019
MulliganEconomicsModel0061c,20180501-Economics-Mulligan,unsat,0.977
MulliganEconomicsModel0061e,20180501-Economics-Mulligan,sat,0.018
MulliganEconomicsModel0062a,20180501-Economics-Mulligan,sat,0.021
MulliganEconomicsModel0062c,20180501-Economics-Mulligan,unsat,0.476
MulliganEconomicsModel0062e,20180501-Economics-Mulligan,sat,0.025
MulliganEconomicsModel0063a,20180501-Economics-Mulligan,sat,0.022
MulliganEconomicsModel0063c,20180501-Economics-Mulligan,unsat,0.025
MulliganEconomicsModel0063e,20180501-Economics-Mulligan,sat,0.014
MulliganEconomicsModel0064a,20180501-Economics-Mulligan,sat,0.024
MulliganEconomicsModel0064c,20180501-Economics-Mulligan,unsat,32.823
MulliganEconomicsModel0064e,20180501-Economics-Mulligan,sat,0.025
MulliganEconomicsModel0065a,20180501-Economics-Mulligan,sat,0.029
MulliganEconomicsModel0065c,20180501-Economics-Mulligan,unsat,16.14
MulliganEconomicsModel0065e,20180501-Economics-Mulligan,sat,0.031
MulliganEconomicsModel0066a,20180501-Economics-Mulligan,sat,0.009
MulliganEconomicsModel0066c,20180501-Economics-Mulligan,unsat,0.011
MulliganEconomicsModel0066e,20180501-Economics-Mulligan,sat,0.009
MulliganEconomicsModel0067a,20180501-Economics-Mulligan,sat,0.031
MulliganEconomicsModel0067c,20180501-Economics-Mulligan,cvc5 interrupted by timeout.,1200.001
MulliganEconomicsModel0067e,20180501-Economics-Mulligan,sat,0.027
MulliganEconomicsModel0074a,20180501-Economics-Mulligan,sat,0.016
MulliganEconomicsModel0074c,20180501-Economics-Mulligan,unsat,0.022
MulliganEconomicsModel0074e,20180501-Economics-Mulligan,sat,0.017
MulliganEconomicsModel0076a,20180501-Economics-Mulligan,sat,0.009
MulliganEconomicsModel0076c,20180501-Economics-Mulligan,unsat,0.107
MulliganEconomicsModel0076e,20180501-Economics-Mulligan,sat,0.006
MulliganEconomicsModel0077a,20180501-Economics-Mulligan,sat,0.006
MulliganEconomicsModel0077c,20180501-Economics-Mulligan,unsat,0.018
MulliganEconomicsModel0077e,20180501-Economics-Mulligan,sat,0.01
MulliganEconomicsModel0078a,20180501-Economics-Mulligan,sat,0.013
MulliganEconomicsModel0078c,20180501-Economics-Mulligan,unsat,0.008
MulliganEconomicsModel0078e,20180501-Economics-Mulligan,sat,0.008
MulliganEconomicsModel0079a,20180501-Economics-Mulligan,sat,0.006
MulliganEconomicsModel0079c,20180501-Economics-Mulligan,sat,0.013
MulliganEconomicsModel0079e,20180501-Economics-Mulligan,sat,0.01
MulliganEconomicsModel0080a,20180501-Economics-Mulligan,sat,0.009
MulliganEconomicsModel0080c,20180501-Economics-Mulligan,unsat,0.017
MulliganEconomicsModel0080e,20180501-Economics-Mulligan,sat,0.009
MulliganEconomicsModel0082a,20180501-Economics-Mulligan,sat,0.009
MulliganEconomicsModel0082c,20180501-Economics-Mulligan,unsat,0.029
MulliganEconomicsModel0082e,20180501-Economics-Mulligan,sat,0.01
MulliganEconomicsModel0083a,20180501-Economics-Mulligan,sat,0.008
MulliganEconomicsModel0083c,20180501-Economics-Mulligan,unsat,0.192
MulliganEconomicsModel0083e,20180501-Economics-Mulligan,sat,0.009
MulliganEconomicsModel0084a,20180501-Economics-Mulligan,sat,0.063
MulliganEconomicsModel0084c,20180501-Economics-Mulligan,unsat,0.257
MulliganEconomicsModel0084e,20180501-Economics-Mulligan,sat,0.05
MulliganEconomicsModel0085a,20180501-Economics-Mulligan,sat,0.017
MulliganEconomicsModel0085c,20180501-Economics-Mulligan,unsat,0.067
MulliganEconomicsModel0085e,20180501-Economics-Mulligan,sat,0.02
MulliganEconomicsModel0086a,20180501-Economics-Mulligan,sat,0.145
MulliganEconomicsModel0086c,20180501-Economics-Mulligan,cvc5 interrupted by timeout.,1200.003
MulliganEconomicsModel0086e,20180501-Economics-Mulligan,sat,0.137
MulliganEconomicsModel1001a,20180501-Economics-Mulligan,cvc5 interrupted by timeout.,1200.004
MulliganEconomicsModel1001c,20180501-Economics-Mulligan,cvc5 interrupted by timeout.,1200.002
MulliganEconomicsModel1001e,20180501-Economics-Mulligan,sat,0.193
inst_1_1000000,2019-ezsmt,cvc5 interrupted by timeout.,1200.006
inst_1_100000,2019-ezsmt,sat,4.152
inst_1_10000,2019-ezsmt,sat,15.524
inst_1_1000,2019-ezsmt,sat,4.086
inst_1_100,2019-ezsmt,sat,7.918
inst-ijcai-lin1.ez,2019-ezsmt,sat,0.024
inst-ijcai-lin2.ez,2019-ezsmt,sat,0.033
inst-ijcai-lin3.ez,2019-ezsmt,sat,0.041
inst-ijcai-lin4.ez,2019-ezsmt,sat,0.065
inst-ijcai-lin5.ez,2019-ezsmt,sat,0.087
inst-ijcai-lin6.ez,2019-ezsmt,sat,0.093
inst-ijcai-lin7.ez,2019-ezsmt,sat,0.103
inst-ijcai-lin8.ez,2019-ezsmt,sat,0.138
01-reverse_folding-0-0,2019-ezsmt,sat,0.157
02-reverse_folding-0-0,2019-ezsmt,sat,9.097
03-reverse_folding-0-0,2019-ezsmt,cvc5 interrupted by timeout.,1201.173
04-reverse_folding-0-0,2019-ezsmt,cvc5 interrupted by timeout.,1200.001
05-reverse_folding-0-0,2019-ezsmt,sat,0.047
06-reverse_folding-0-0,2019-ezsmt,unsat,0.27
07-reverse_folding-0-0,2019-ezsmt,unsat,0.889
08-reverse_folding-0-0,2019-ezsmt,sat,18.369
09-reverse_folding-0-0,2019-ezsmt,sat,57.101
10-reverse_folding-0-0,2019-ezsmt,sat,218.853
11-reverse_folding-0-0,2019-ezsmt,sat,3.026
12-reverse_folding-0-0,2019-ezsmt,sat,2.298
13-reverse_folding-0-0,2019-ezsmt,sat,6.475
14-reverse_folding-0-0,2019-ezsmt,sat,4.091
15-reverse_folding-0-0,2019-ezsmt,sat,5.312
16-reverse_folding-0-0,2019-ezsmt,sat,10.416
17-reverse_folding-0-0,2019-ezsmt,sat,16.426
18-reverse_folding-0-0,2019-ezsmt,sat,7.956
19-reverse_folding-0-0,2019-ezsmt,sat,6.548
20-reverse_folding-0-0,2019-ezsmt,sat,52.399
21-reverse_folding-0-0,2019-ezsmt,sat,68.886
22-reverse_folding-0-0,2019-ezsmt,sat,114.931
23-reverse_folding-0-0,2019-ezsmt,sat,45.158
24-reverse_folding-0-0,2019-ezsmt,sat,175.134
25-reverse_folding-0-0,2019-ezsmt,sat,183.708
26-reverse_folding-0-0,2019-ezsmt,sat,84.386
27-reverse_folding-0-0,2019-ezsmt,sat,196.72
28-reverse_folding-0-0,2019-ezsmt,sat,114.134
29-reverse_folding-0-0,2019-ezsmt,sat,129.211
30-reverse_folding-0-0,2019-ezsmt,sat,117.62
31-reverse_folding-0-0,2019-ezsmt,sat,330.02
32-reverse_folding-0-0,2019-ezsmt,sat,159.397
33-reverse_folding-0-0,2019-ezsmt,sat,245.345
34-reverse_folding-0-0,2019-ezsmt,sat,429.862
35-reverse_folding-0-0,2019-ezsmt,sat,618.634
36-reverse_folding-0-0,2019-ezsmt,sat,829.145
37-reverse_folding-0-0,2019-ezsmt,sat,778.373
38-reverse_folding-0-0,2019-ezsmt,sat,1102.876
39-reverse_folding-0-0,2019-ezsmt,cvc5 interrupted by timeout.,1200.007
40-reverse_folding-0-0,2019-ezsmt,cvc5 interrupted by timeout.,1200.001
41-reverse_folding-0-0,2019-ezsmt,cvc5 interrupted by timeout.,1200.001
42-reverse_folding-0-0,2019-ezsmt,cvc5 interrupted by timeout.,1200.004
43-reverse_folding-0-0,2019-ezsmt,cvc5 interrupted by timeout.,1200.011
44-reverse_folding-0-0,2019-ezsmt,cvc5 interrupted by timeout.,1200.003
45-reverse_folding-0-0,2019-ezsmt,cvc5 interrupted by timeout.,1200.002
46-reverse_folding-0-0,2019-ezsmt,cvc5 interrupted by timeout.,1200.006
47-reverse_folding-0-0,2019-ezsmt,sat,36.933
48-reverse_folding-0-0,2019-ezsmt,sat,39.033
49-reverse_folding-0-0,2019-ezsmt,sat,52.801
50-reverse_folding-0-0,2019-ezsmt,sat,10.819
1599120907414249000,20200911-Pine,sat,5.703
1599120907513630000,20200911-Pine,sat,0.032
1599120907615225000,20200911-Pine,sat,0.037
1599120907722106000,20200911-Pine,sat,0.05
1599120907818508000,20200911-Pine,sat,0.049
1599120908933292000,20200911-Pine,sat,0.27
1599120911869156000,20200911-Pine,sat,0.189
1599121684188100000,20200911-Pine,sat,0.034
1599121684285860000,20200911-Pine,sat,0.035
1599121684378151000,20200911-Pine,sat,0.038
1599121684477306000,20200911-Pine,sat,0.041
1599121684561818000,20200911-Pine,sat,0.114
1599121684653478000,20200911-Pine,sat,0.054
1599121684761355000,20200911-Pine,unsat,0.069
1599121687424286000,20200911-Pine,cvc5 interrupted by timeout.,1200.003
1599121861020640000,20200911-Pine,sat,0.024
1599121861113116000,20200911-Pine,sat,0.013
1599121861204394000,20200911-Pine,sat,0.014
1599121861304140000,20200911-Pine,sat,0.015
1599121861391903000,20200911-Pine,sat,0.02
1599121861496816000,20200911-Pine,sat,0.017
1599121861590419000,20200911-Pine,sat,0.017
1599121861673275000,20200911-Pine,sat,0.015
1599121861773920000,20200911-Pine,sat,0.014
1599121861868864000,20200911-Pine,sat,0.015
1599121861963219000,20200911-Pine,sat,0.018
1599121862060861000,20200911-Pine,sat,0.014
1599121862158098000,20200911-Pine,sat,0.014
1599121862252472000,20200911-Pine,sat,0.014
1599121862350313000,20200911-Pine,sat,0.014
1599121862442984000,20200911-Pine,sat,0.014
1599121862539118000,20200911-Pine,sat,0.019
1599121862628259000,20200911-Pine,sat,0.02
1599121862719873000,20200911-Pine,sat,0.016
1599121862802573000,20200911-Pine,sat,0.015
1599121862899350000,20200911-Pine,sat,0.014
1599121862981074000,20200911-Pine,sat,0.012
1599121863071862000,20200911-Pine,sat,0.012
1599121863160493000,20200911-Pine,sat,0.013
1599121863243316000,20200911-Pine,sat,0.015
1599121863332013000,20200911-Pine,sat,0.022
1599121863418601000,20200911-Pine,sat,0.019
1599121863507696000,20200911-Pine,sat,0.022
1599121863598340000,20200911-Pine,sat,0.017
1599121863702813000,20200911-Pine,sat,0.017
1599121863820026000,20200911-Pine,sat,0.013
1599121863927725000,20200911-Pine,unsat,0.03
1599121866548508000,20200911-Pine,cvc5 interrupted by timeout.,1200.001
1599121886379408000,20200911-Pine,sat,0.041
1599121886550120000,20200911-Pine,unsat,0.117
1599121889458073000,20200911-Pine,unsat,42.092
1599121899310413000,20200911-Pine,sat,0.031
1599121899405522000,20200911-Pine,sat,0.094
1599121899534768000,20200911-Pine,sat,0.088
1599121899684865000,20200911-Pine,sat,0.085
1599121899765670000,20200911-Pine,cvc5 interrupted by timeout.,1200.007
1599121899872501000,20200911-Pine,cvc5 interrupted by timeout.,1200.003
1599121899996144000,20200911-Pine,cvc5 interrupted by timeout.,1200.006
1599121900087311000,20200911-Pine,cvc5 interrupted by timeout.,1200.008
1599121900178623000,20200911-Pine,sat,0.046
1599121900264874000,20200911-Pine,cvc5 interrupted by timeout.,1200.009
1599121900395156000,20200911-Pine,sat,0.059
1599121900501850000,20200911-Pine,cvc5 interrupted by timeout.,1200.001
1599121900611358000,20200911-Pine,sat,0.104
1599121900721258000,20200911-Pine,sat,0.104
1599121900863650000,20200911-Pine,sat,0.105
1599121900961647000,20200911-Pine,cvc5 interrupted by timeout.,1200.002
1599121901058720000,20200911-Pine,cvc5 interrupted by timeout.,1200.006
1599121901164798000,20200911-Pine,sat,0.099
1599121901261336000,20200911-Pine,cvc5 interrupted by timeout.,1200.002
1599121901399108000,20200911-Pine,cvc5 interrupted by timeout.,1200.007
1599121901508910000,20200911-Pine,sat,0.122
1599121901606581000,20200911-Pine,sat,0.098
1599121901788493000,20200911-Pine,cvc5 interrupted by timeout.,1200.001
1599121901979464000,20200911-Pine,cvc5 interrupted by timeout.,1200.004
1599121902194451000,20200911-Pine,cvc5 interrupted by timeout.,1200.01
1599121902358391000,20200911-Pine,cvc5 interrupted by timeout.,1200.002
1599121902443868000,20200911-Pine,sat,0.109
